Version,CommitId,Fichier,ContientBogue,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,LinesAdded,LinesDeleted,CommitsChanged,BugFixingCommits,CommitsBeforeVersion,DevelopersChanged,DevelopersBeforeVersion,AverageTimeBetweenChanges,AverageDeveloperExpertise,MinimumDeveloperExpertise
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableIntoBucketsDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,3,3.0,1.0,3,0.0,0.0,0.0,3,,54,8,26,18.0,5,20,,14,18.0,14.0,4,1,,0,,0.0,77,724,378,17,11,96,4,16,3.2207111202763095,58.43691721869581,22.603210492283736
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableIntoBucketsOperation.java,False,9,0,9,0,3,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,49,4,25,10.0,9,20,,11,17.0,9.0,8,4,,2,,0.0,80,114,343,49,30,55,3,18,9.429529713530016,27.358818232795514,4.736096423797138
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableMessage.java,False,4,0,4,0,2,,,,1.0,0.0,0.0,5,5.0,0.0,5,0.0,0.0,1.0,4,,45,6,18,12.0,3,21,,9,13.0,9.0,4,2,,1,,1.0,17,724,5,33,13,4,6,17,8.165430378903583,70.43945494274806,44.699892713177206
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableNotClusteredDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,45,6,19,14.0,3,20,,11,14.0,12.0,2,1,,0,,1.0,5,775,161,19,17,69,8,2,4.938436852033856,90.43240163080051,3.5346067609237135
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableNotClusteredOperation.java,False,5,0,5,1,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,46,5,21,14.0,5,21,,14,17.0,13.0,5,1,,0,,1.0,0,45,207,35,4,18,6,13,8.777009588709376,81.89165456594455,1.7483812144073263
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableNotSkewedDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,43,5,18,13.0,3,20,,10,13.0,11.0,2,1,,0,,1.0,11,539,376,22,20,79,7,9,8.476718386185253,56.113093193362396,31.930852404254995
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableNotSkewedOperation.java,False,8,1,6,1,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,51,6,23,13.0,6,22,,14,18.0,12.0,6,2,,1,,0.0,96,955,269,41,36,29,1,5,7.739943635292607,51.75823942688134,25.244515990973724
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableNotSortedDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,45,6,19,14.0,3,20,,11,14.0,12.0,2,1,,0,,1.0,5,312,436,42,20,11,8,6,3.7049294075331143,70.37843768298904,36.32935747064311
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableNotSortedOperation.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,44,5,19,14.0,3,20,,12,15.0,13.0,3,1,,0,,1.0,5,47,126,46,18,0,3,17,3.1034452501206493,69.32758026142096,35.322043127422816
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableRenameAnalyzer.java,False,3,0,3,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,38,4,14,9.0,2,20,,7,10.0,8.0,2,1,,0,,1.0,43,263,367,28,26,33,2,19,5.151557861410988,17.109887469576584,12.714531950478092
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableRenameDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,3,3.0,1.0,3,0.0,0.0,0.0,3,,53,7,26,18.0,5,20,,14,18.0,14.0,4,1,,0,,0.0,77,841,382,37,14,16,1,13,5.9758833219490715,86.94510593139594,16.498051154155213
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableRenameOperation.java,False,6,0,5,0,1,,,,1.0,0.0,0.0,3,3.0,0.0,3,0.0,0.0,1.0,2,,53,6,27,16.0,7,20,,15,20.0,14.0,7,2,,1,,0.0,74,561,46,22,18,79,10,3,8.069535011336006,22.143093800697525,14.107959447017388
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableRenamePartitionAnalyzer.java,False,18,3,15,0,3,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,85,11,54,35.0,22,20,,37,42.0,30.0,18,4,,1,,0.0,37,62,22,4,0,52,4,2,3.0471667414730677,80.69754473948393,28.761256573796395
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableRenamePartitionDesc.java,False,5,0,4,1,1,,,,1.0,0.0,1.0,9,9.0,5.0,9,0.0,0.0,0.0,9,,96,15,57,35.0,13,25,,28,38.0,26.0,12,1,,0,,0.0,44,521,415,24,7,52,3,12,8.920500242393455,4.148694780737511,1.4736664622138185
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableRenamePartitionOperation.java,False,22,4,17,2,3,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,87,13,51,30.0,25,23,,36,42.0,28.0,23,4,,1,,0.0,45,603,57,27,6,67,5,17,7.76963629669091,12.326368592729557,8.740958419967619
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableReplaceColumnsAnalyzer.java,False,11,1,10,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,64,7,37,25.0,11,20,,24,29.0,22.0,10,3,,1,,0.0,54,692,465,3,0,87,3,10,2.4437310729040016,84.0376929706891,57.843095142747245
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableReplaceColumnsDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,4,4.0,1.0,4,0.0,0.0,0.0,4,,61,8,32,22.0,6,21,,18,23.0,18.0,5,1,,0,,0.0,66,716,31,9,4,27,2,10,9.435194956126837,10.544616206617661,1.3462535358804457
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableReplaceColumnsOperation.java,False,18,2,15,1,4,,,,1.0,0.0,1.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,86,11,53,31.0,24,22,,33,41.0,28.0,20,6,,2,,0.0,42,350,66,43,38,13,1,11,3.467177330105854,11.7915250525688,2.7810196994594625
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableReplicationTask.java,False,12,0,12,0,1,,,,1.0,0.0,0.0,4,4.0,1.0,4,0.0,0.0,0.0,4,,85,8,59,20.0,38,19,,23,28.0,20.0,12,1,,0,,0.0,32,729,137,37,8,14,7,1,5.983137537570977,35.55748458102739,29.85834883041863
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableRequest.java,False,13,1,12,1,4,,,,6.0,4.0,16.0,80,78.0,21.0,82,1.0,3.0,0.0,78,,1266,141,1091,185.0,713,61,,481,746.0,154.0,631,30,,4,,0.0,6,200,17,28,28,60,3,1,2.2040138956866553,63.70591872658288,62.36580835820597
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableResponse.java,False,5,0,5,0,1,,,,6.0,4.0,5.0,31,29.0,2.0,33,1.0,3.0,0.0,29,,260,50,187,70.0,77,23,,64,117.0,55.0,69,3,,2,,0.0,12,513,108,10,4,22,8,16,1.1736804968045131,24.841010592622382,15.816253054789293
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetFileFormatAnalyzer.java,False,9,1,9,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,59,6,33,23.0,10,20,,21,25.0,19.0,9,2,,1,,0.0,61,377,233,8,2,90,10,5,4.468372130394349,60.77612877868999,44.97249417514325
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetFileFormatDesc.java,False,5,0,5,0,1,,,,1.0,0.0,1.0,5,5.0,3.0,5,0.0,0.0,0.0,5,,68,10,38,24.0,9,20,,20,26.0,18.0,8,1,,0,,0.0,53,170,450,9,2,90,10,13,4.09201941820875,74.99470572885166,38.978536689316385
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetFileFormatOperation.java,False,10,1,9,1,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,55,5,29,15.0,10,21,,16,21.0,14.0,8,3,,1,,0.0,72,950,400,20,7,68,2,15,4.502877292656212,60.216777289788425,19.78121209213422
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetLocationAnalyzer.java,False,14,1,12,1,3,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,73,7,44,27.0,15,22,,28,33.0,24.0,12,4,,1,,0.0,50,706,371,11,8,56,1,16,8.213644050241086,94.98433199575561,3.0895367803569425
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetLocationDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,3,3.0,1.0,3,0.0,0.0,0.0,3,,54,8,26,18.0,5,20,,14,18.0,14.0,4,1,,0,,0.0,77,241,475,20,0,41,7,1,6.833036264544366,58.37079630830301,18.297565804672967
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetLocationOperation.java,False,10,1,9,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,58,6,32,19.0,11,20,,20,25.0,18.0,10,3,,2,,0.0,63,354,125,5,2,85,6,7,4.126735780155353,35.148064996600695,19.25679850534131
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetOwnerAnalyzer.java,False,12,3,9,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,66,10,36,23.0,10,20,,23,28.0,20.0,10,3,,1,,0.0,56,733,367,17,9,0,4,9,7.674727571889875,81.5938529294559,70.17084757693223
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetOwnerDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,3,3.0,1.0,3,0.0,0.0,0.0,3,,52,7,25,17.0,5,20,,14,18.0,14.0,4,1,,0,,0.0,80,992,376,25,20,82,2,9,6.9331395671522005,66.40255062825705,23.51961509573844
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetOwnerOperation.java,False,5,0,5,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,42,4,18,10.0,4,20,,9,13.0,9.0,4,2,,1,,1.0,11,840,89,11,6,77,7,15,8.477372635074516,53.74546391524987,21.111473817161976
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetPartitionSpecAnalyzer.java,False,11,1,10,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,71,10,41,29.0,11,20,,27,31.0,25.0,9,2,,1,,0.0,49,195,378,48,46,23,7,20,7.165146536123165,32.5276775371174,24.848479889215803
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetPartitionSpecDesc.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,41,6,18,13.0,2,17,,10,13.0,11.0,2,1,,0,,0.0,94,302,478,46,39,44,2,14,8.782834195979554,59.62290652081651,33.00874478397042
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetPartitionSpecOperation.java,False,4,1,3,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,40,6,14,10.0,1,20,,7,10.0,9.0,1,1,,0,,1.0,43,694,349,49,27,70,3,3,5.371909370917938,42.947679859864685,36.65919282807411
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetPropertiesAnalyzer.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,41,5,16,11.0,2,20,,7,10.0,8.0,2,1,,0,,1.0,25,344,324,19,16,47,9,6,7.1461390431733385,28.0154818110791,10.599540555344213
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetPropertiesDesc.java,False,6,0,6,0,1,,,,1.0,0.0,1.0,3,3.0,3.0,3,0.0,0.0,0.0,3,,63,8,35,24.0,8,20,,21,25.0,19.0,6,1,,0,,0.0,57,1,294,30,19,64,1,8,8.269049722768571,33.672508520405444,4.2971390994144
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetPropertiesOperation.java,False,22,1,19,1,5,,,,1.0,0.0,0.0,5,5.0,0.0,5,0.0,3.0,1.0,1,,166,18,122,50.0,69,26,,67,94.0,50.0,59,14,,5,,0.0,21,783,490,15,6,30,8,12,9.849240197311323,66.8214952477831,41.51513987041007
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetSerdeAnalyzer.java,False,8,1,7,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,56,7,29,22.0,8,20,,19,22.0,18.0,7,2,,0,,0.0,69,865,3,40,12,12,4,6,7.869084408980735,58.24584193669216,22.59361250065526
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetSerdeDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,3,3.0,1.0,3,0.0,0.0,0.0,3,,54,8,26,18.0,5,20,,14,18.0,14.0,4,1,,0,,0.0,77,869,361,19,16,59,10,9,2.3437193441590995,26.474302738611406,3.7387149081921045
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetSerdeOperation.java,False,19,2,16,2,4,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,79,7,48,24.0,21,24,,25,33.0,22.0,15,6,,3,,0.0,50,166,203,26,5,1,10,7,8.207752515066105,6.8568185538969155,4.134106835170946
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetSerdePropsAnalyzer.java,False,7,1,6,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,54,7,27,20.0,6,20,,18,21.0,17.0,6,1,,0,,0.0,74,561,222,45,33,42,3,6,7.75003982693047,43.02682540827264,1.5968940136393985
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetSerdePropsDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,46,6,20,15.0,3,20,,11,14.0,12.0,2,1,,0,,1.0,0,317,488,42,0,89,3,12,9.60600553194784,48.73046457377357,8.637214901152888
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetSerdePropsOperation.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,41,4,17,12.0,3,20,,10,13.0,11.0,3,1,,0,,1.0,18,858,332,20,5,5,10,7,7.215372621890309,1.7574851004504093,1.5136764002785867
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetSkewedLocationAnalyzer.java,False,17,2,16,0,4,,,,1.0,0.0,1.0,4,4.0,0.0,4,0.0,2.0,1.0,1,,126,15,91,44.0,44,20,,51,70.0,42.0,39,10,,4,,0.0,22,653,53,49,46,60,1,6,6.83645975299086,7.728263065505734,6.534506147307081
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetSkewedLocationDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,5,4.0,1.0,4,0.0,0.0,0.0,4,,62,9,32,21.0,7,21,,17,22.0,17.0,5,1,,0,,0.0,66,276,476,49,33,12,5,2,9.718620618625657,63.5757013977762,39.84699240177847
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSetSkewedLocationOperation.java,False,12,1,11,1,3,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,63,6,36,20.0,14,21,,21,28.0,20.0,12,4,,3,,0.0,58,451,295,7,4,1,3,1,5.159088087203185,1.1247586501395297,1.0760098453193891
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSkewedByAnalyzer.java,False,15,2,13,0,3,,,,1.0,0.0,0.0,4,4.0,0.0,4,0.0,2.0,1.0,1,,112,14,78,39.0,37,20,,50,60.0,36.0,31,5,,2,,0.0,26,231,252,26,17,70,6,8,7.984978951443728,38.32689179849237,37.495429134797774
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSkewedByDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,7,6.0,3.0,6,0.0,0.0,0.0,6,,75,11,43,27.0,10,21,,22,29.0,20.0,9,1,,0,,0.0,49,24,23,44,32,37,6,20,4.846597114267941,54.691664602839495,13.11482488528174
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableSkewedByOperation.java,False,9,1,7,1,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,52,7,24,14.0,8,21,,15,19.0,13.0,8,2,,1,,0.0,88,302,482,17,3,93,2,11,9.329390073484307,88.59546913098364,57.24180843651495
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableTouchAnalyzer.java,False,12,1,11,0,2,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,72,7,42,27.0,14,23,,28,34.0,25.0,13,3,,2,,0.0,55,624,78,28,4,7,4,10,3.1368215388309486,56.98246626932931,50.785336741234445
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableTouchDesc.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,3,3.0,2.0,3,0.0,0.0,0.0,3,,49,7,22,14.0,4,20,,11,15.0,11.0,4,1,,0,,0.0,91,843,476,13,8,8,5,14,5.220719965951722,1.4238394045573337,1.3942772313093874
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableTouchOperation.java,False,15,1,14,1,3,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,68,5,42,19.0,20,21,,26,32.0,18.0,17,4,,2,,0.0,50,413,11,13,11,81,9,9,6.01469991932626,6.579499522743168,6.184021750018656
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableType.java,False,2,0,2,0,1,,,,1.0,0.0,2.0,2,4.0,35.0,4,1.0,0.0,0.0,3,,87,9,53,47.0,5,28,,11,13.0,11.0,4,1,,0,,0.0,53,753,50,0,0,24,10,9,5.5334868882227095,64.29214781157897,22.599941914404297
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableUnarchiveAnalyzer.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,3,3.0,0.0,3,0.0,0.0,1.0,2,,49,6,23,16.0,3,20,,12,16.0,13.0,3,1,,0,,0.0,87,563,339,33,4,8,6,8,6.548822657709955,97.50183522964255,58.570827506162765
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableUnarchiveDesc.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,3,3.0,2.0,3,0.0,0.0,0.0,3,,49,7,22,14.0,4,20,,11,15.0,11.0,4,1,,0,,0.0,91,806,369,28,25,7,1,10,7.407166917973528,93.62022046878367,4.9937880581168725
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableUnarchiveOperation.java,False,21,2,16,2,3,,,,1.0,0.0,0.0,11,11.0,0.0,11,0.0,9.0,0.0,2,,291,41,205,74.0,126,45,,104,145.0,67.0,103,8,,3,,0.0,22,468,445,28,10,37,8,17,7.307172800296077,10.826479058793135,4.004097715251531
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableUnsetPropertiesAnalyzer.java,False,4,0,4,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,40,5,15,10.0,2,20,,7,10.0,8.0,2,1,,0,,1.0,33,879,9,24,15,4,8,4,8.848922983630839,29.921901514945024,6.282434991800538
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableUnsetPropertiesDesc.java,False,5,0,5,0,1,,,,1.0,0.0,1.0,3,3.0,2.0,3,0.0,0.0,0.0,3,,59,8,31,22.0,6,20,,18,22.0,17.0,5,1,,0,,0.0,65,67,104,19,3,11,3,8,1.6902781734867562,78.81260273818762,62.40671220371241
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableUnsetPropertiesOperation.java,False,16,1,14,1,4,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,68,7,39,17.0,16,22,,19,29.0,17.0,15,7,,2,,0.0,56,362,14,27,26,81,7,16,7.189710432403285,50.50176242720184,3.509392210733564
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableUnsetSerdePropsAnalyzer.java,False,7,1,6,0,1,,,,1.0,0.0,0.0,2,2.0,0.0,2,0.0,0.0,1.0,1,,53,6,27,20.0,6,20,,18,21.0,17.0,6,1,,0,,0.0,74,746,39,35,29,83,10,8,9.258919384594998,22.505954861064705,12.562717955274183
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableUnsetSerdePropsDesc.java,False,4,0,4,0,1,,,,1.0,0.0,1.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,46,6,20,15.0,3,20,,11,14.0,12.0,2,1,,0,,1.0,0,257,211,31,13,49,5,16,7.450845128713157,79.86250524030027,19.14934420977793
2.2.1,131c949d93f8d449b4c37638859eb21eb7c5397a,AlterTableUnsetSerdePropsOperation.java,False,2.3.0,30e6745a63b81be2ed58f4dce13e1d83f518f632,ACLConfigurationParser.java,False,11,0.0,11.0,3.0,,,,10,,,2,,,,0,,3,0,7,,167,22,70.0,20,,,57,37,,58,,,3,9,246,33,15,77,10,8,1.7848523420811069,58.53230601277804,5.549092974657532
2.3.0,30e6745a63b81be2ed58f4dce13e1d83f518f632,AMReporter.java,False,12,0,11,1,2,,,,9.0,0.0,1.0,34,34.0,31.0,34,10.0,0.0,3.0,21,,525,60,412,152.0,213,53,,195,268.0,135.0,155,7,,3,,0.0,13,359,496,21,7,31,3,2,1.0305653772088026,74.7641523693166,59.49213396364778
2.3.0,30e6745a63b81be2ed58f4dce13e1d83f518f632,ASTBuilder.java,False,16,1,15,1,5,,,,1.0,14.0,0.0,18,4.0,1.0,18,0.0,0.0,0.0,18,,351,32,292,64.0,214,27,,133,165.0,60.0,120,64,,2,,0.0,9,660,325,31,15,37,9,18,4.590519624128233,46.024258651194806,8.309798095550278
2.3.0,30e6745a63b81be2ed58f4dce13e1d83f518f632,ASTConverter.java,False,18,1,15,2,4,,,,7.0,2.0,2.0,38,36.0,24.0,38,11.0,9.0,2.0,16,,870,99,673,242.0,412,98,,354,524.0,249.0,345,21,,5,,0.0,15,431,267,20,9,85,1,14,1.8943736820386479,73.58476997265784,15.033991443286128
2.3.0,30e6745a63b81be2ed58f4dce13e1d83f518f632,ASTErrorNode.java,False,2,0,2,0,1,,,,1.0,0.0,1.0,5,5.0,1.0,5,0.0,0.0,0.0,5,,49,8,21,18.0,6,20,,12,18.0,13.0,5,1,,0,,0.0,95,78,69,32,16,37,10,2,8.749203962849803,49.947678135091536,34.46397606781682
2.3.0,30e6745a63b81be2ed58f4dce13e1d83f518f632,ASTNode.java,False,10,1,8,1,2,,,,1.0,0.0,1.0,26,26.0,7.0,26,0.0,8.0,0.0,18,,349,52,240,75.0,133,57,,123,178.0,67.0,129,11,,4,,0.0,24,914,401,42,20,58,1,10,6.195055968354658,89.12463148456838,30.97422234576177
2.3.0,30e6745a63b81be2ed58f4dce13e1d83f518f632,ASTNodeOrigin.java,False,7,0,4,3,1,,,,1.0,0.0,0.0,6,6.0,5.0,6,0.0,0.0,0.0,6,,95,9,31,14.0,10,55,,16,23.0,13.0,10,1,,0,,1.0,77,74,38,41,30,5,4,12,7.553182525982387,40.649750018017535,16.368391466711245
2.3.0,30e6745a63b81be2ed58f4dce13e1d83f518f632,ATSHook.java,False,20,1,17,2,2,,,,10.0,1.0,11.0,15,24.0,28.0,25,3.0,4.0,2.0,16,,488,46,397,153.0,269,54,,226,287.0,138.0,201,10,,3,,0.0,14,319,344,44,35,41,7,12,3.463991168029369,35.56144923299843,10.534279295121072
2.3.0,30e6745a63b81be2ed58f4dce13e1d83f518f632,AbortDroneException.java,False,3,0,3,0,1,,,,1.0,0.0,1.0,2,2.0,0.0,2,0.0,0.0,0.0,2,,29,1,10,5.0,3,18,,4,7.0,5.0,2,1,,0,,1.0,80,893,277,12,9,23,7,17,5.192389988931031,68.27122579796081,36.940841179785956
2.3.0,30e6745a63b81be2ed58f4dce13e1d83f518f632,AbortTxnRequest.java,False,7,0,6,1,2,,,,6.0,3.0,6.0,36,35.0,5.0,38,1.0,2.0,0.0,35,,387,64,297,104.0,144,29,,139,207.0,91.0,124,5,,3,,0.0,10,371,203,23,18,69,2,4,5.936470508459309,68.92149041756274,48.18599267768318
2.3.0,30e6745a63b81be2ed58f4dce13e1d83f518f632,AbortTxnsDesc.java,False,5,0,3,2,1,,,,1.0,0.0,1.0,2,2.0,1.0,2,0.0,0.0,0.0,2,,36,0,13,8.0,3,23,,7,10.0,8.0,2,1,,0,,1.0,77,847,288,14,4,13,9,6,4.9359991623721555,35.45558965952151,7.816509662296043
2.3.0,30e6745a63b81be2ed58f4dce13e1d83f518f632,AbortTxnsRequest.java,False,8,0,7,0,2,,,,6.0,3.0,5.0,39,38.0,4.0,41,1.0,2.0,0.0,38,,438,67,346,110.0,164,28,,154,236.0,101.0,149,6,,4,,0.0,8,655,236,47,4,96,7,10,4.104995385946719,24.05794192228957,18.50428658182426
2.3.0,30e6745a63b81be2ed58f4dce13e1d83f518f632,AbstractBucketJoinProc.java,False,38,3,32,3,7,,,,1.0,2.0,0.0,12,10.0,1.0,12,0.0,4.0,3.0,5,,515,52,395,155.0,236,69,,193,282.0,137.0,205,26,,6,,0.0,17,596,492,21,0,59,8,13,9.364279476669376,38.309658039553014,6.701863638502469
2.3.0,30e6745a63b81be2ed58f4dce13e1d83f518f632,AbstractCliConfig.java,False,7,0,7,0,2,,,,6.0,1.0,2.0,40,41.0,20.0,42,0.0,4.0,13.0,25,,438,63,347,118.0,172,28,,154,246.0,116.0,153,8,,4,,0.0,8,394,293,35,23,21,3,4,2.7493683153350803,2.2254213686512765,1.058951203451716
